web-scraper-order,web-scraper-start-url,pagination,pagination-href,pr_url,pr_url-href,title,body,date,issues,transcript
"1528294502-75","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=4","Walker Reacts to the 2018 State of the Union Address","https://walker.house.gov/media-center/press-releases/walker-reacts-2018-state-union-address","Walker Reacts to the 2018 State of the Union Address","WASHINGTON, D.C. – U.S. Representative Mark Walker (R-N.C.) today released the following video in reaction to the 2018 State of the Union:","January 30, 2018","Transportation","Read the full transcript below: 


	“Good evening.

	 

	“Tonight, you’ve heard how we are working with the new Administration to deliver on our promises and build a safe, strong and proud America. After eight years of the weakest economic growth in a century, we are now  answering back with the strongest legislative record in decades.

	 

	“We have record low unemployment. Companies are bringing back jobs, as well as their revenue that has been kept overseas for far too long.

	 

	“The number is still growing, but already, right now, more than three million Americans have received bonuses in the wake of this new tax reform. Not to mention the 90 percent of Americans starting to see more money in their paychecks just this week.

	 

	“The excitement about our economic strength is not only with Republicans. Democrats and Independents are feeling more positive about the economy than anytime in the past decade. The Tax Cuts and Jobs Act has paved the way for prosperity and Americans, benefitting all of our communities.

	 

	“This is what happens when Washington listens to the voters and focuses on policies that help everyone, not just a select few.

	 

	“In 2016, voters sent a clear message by casting three million more votes for congressional Republicans than their Democratic counterparts. While we are keeping our promises, we cannot rest on any past accomplishments. There is energy from the left to resist and then resurrect failed policies that benefit only the well-connected in Washington.

	 

	“While we continue to reap the benefits of less government intrusiveness, economic growth, and the progress in protecting life of all ages, it is imperative we keep pushing forward in 2018.

	 

	“I get asked a good bit about the President’s behavior. It would be hypocritical of me to act as if I approve of some of the past actions. Yet, it is also undeniable that our country is soaring back at record levels. The President is blowing gaping holes in the political establishment allowing the legislative branch to seize this opportunity and pass items promised to the American people for decades.

	 

	“Just as the President mentioned tonight, we must keep rebuilding our military and reinstate a peace through strength strategy. We should responsibly invest in our broken infrastructure. And we must insist on fair trade policies that prioritize American businesses.

	 

	“But most importantly, we must keep promoting policies that bring prosperity to people in all of our communities and we must keep communicating our message of why less government overreach in our lives is always better.

	 

	“We should not be satisfied with simply making an argument, but always, each of us, strive to make a difference. May God bless and may we have the courage to follow.”"
"1528294661-178","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=11","Walker Requests Flag Flown Over Capitol to Honor March for Life Participants","https://walker.house.gov/media-center/press-releases/walker-requests-flag-flown-over-capitol-honor-march-life-participants","Walker Requests Flag Flown Over Capitol to Honor March for Life Participants","WASHINGTON, D.C. – U.S. Representative Mark Walker (R-N.C.) today requested that an American flag be flown over the United States Capitol Building to honor the thousands of 2017 March for Life participants.","January 27, 2017","","Above is a picture of the flag flying above the Capitol in honor of the March for Life."
"1528294538-102","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=6","Walker Praises Declaration of Opioid Epidemic as Public Health Emergency: ""More Action is Clearly Needed""","https://walker.house.gov/media-center/press-releases/walker-praises-declaration-opioid-epidemic-public-health-emergency-more","Walker Praises Declaration of Opioid Epidemic as Public Health Emergency: ""More Action is Clearly Needed""","WASHINGTON, D.C. – U.S. Representative Mark Walker (R-N.C.) today issued the following statement in response to the Trump administration's announcement that they will declare the opioid crisis a national public health emergency:

“I am thankful the President has taken this important step in empowering federal agencies to refocus their efforts towards combatting the opioid crisis. Congress has passed laws that provide resources to confront this epidemic, but as we learned last week in our Opioid Crisis Tour throughout North Carolina, more action is clearly needed. We will remain committed to working with local law enforcement, first responders, and local government to stop the overwhelming hardship this is causing to the families of our community.”

According to Roll Call, ""the declaration would direct all federal agencies to make the crisis their number one priority. It would include awareness and prevention programs and allow the federal government to work with states to redistribute already-available grants that support substance abuse efforts.""


	Last week, Walker hosted a two-day, seven-stop opioid crisis tour across North Carolina to better understand the full scope of the opioid epidemic and to get a firsthand account of the realities, burdens, and struggles of opioid addiction in North Carolina. Read more about the Opioid Crisis Tour in a story in the Washington Examiner here. 

As the story notes, ""since 1999, opioid-related deaths in North Carolina have increased by 800 percent, nationwide drug overdoses now kill more Americans than gun homicides and car crashes combined.""


	In 2016, more than two million Americans had an addiction to prescription or illicit opioids. Since 2000, over 300,000 Americans have died from overdoses involving opioids.

You can learn more about the opioid epidemic and Walker's Opioid Crisis Tour by watching the videos below:","October 27, 2017","Accountability","null"
"1528294689-191","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=12","Walker Holds Press Conference To Announce RSC Plan To Repeal And Replace Obamacare","https://walker.house.gov/media-center/press-releases/walker-holds-press-conference-announce-rsc-plan-repeal-and-replace","Walker Holds Press Conference To Announce RSC Plan To Repeal And Replace Obamacare","WASHINGTON, D.C. – U.S. Representative Mark Walker (R-N.C.) today spoke at a press conference to introduce the Republican Study Committee's plan to repeal and replace Obamacare. The bill, the American Health Care Reform Act of 2017 (AHCRA), is sponsored by U.S. Representative Phil Roe (R-Tenn.) and was introduced today in the House. 

""The most impressive, and the most popular alternative health care legislation, both in the 113th and the 114th Congress, is Dr. Phil Roe’s American Health Care Reform Act,"" Walker said. ""Dr. Phil Roe is uniquely qualified to lead our efforts to restore sanity to health care, and change the focus of our system away from bureaucratic mandates to compassionate care for patients by trusted doctors – paid for in a responsible way.""

Walker also spoke on the broken promises and damages Obamacare has caused.

""Can we imagine or can we think of another piece of legislation that has failed more on its promises than Obamacare?,"" Walker asked. ""Millions of people who were promised on multiple occasions they would never lose their insurance, have lower premiums, and could keep their trusted physicians and doctors.""

""According to Gallup, nearly 80 percent of all Americans want to change the law significantly or repeal it entirely,"" he added.


	Walker also said spoke as to how he would lead the Republican Study Committee in the 115th Congress.

""Our goal in the RSC (Republican Study Committee) is to be proactive and to fulfill the promises that we have made to the American people,"" Walker said. ""This is round one of a fifteen scheduled round fight. Basically, as the conservative caucus in the House, our job is to bat lead-off.""","January 4, 2017","Health Care",""
"1528294820-272","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=18","Walker Moves Eugenics Legislation Through Committee","https://walker.house.gov/media-center/press-releases/walker-moves-eugenics-legislation-through-committee","Walker Moves Eugenics Legislation Through Committee","WASHINGTON, DC â€“ U.S. Representative Mark Walker (NC-06) today supported The Treatment of Certain Payments in Eugenics Compensation Act through the House Oversight and Government Reform Committee, of which he is a member. This bipartisan legislation protects federal benefits for compensated eugenics victims.","December 9, 2015","Health Care","The Treatment of Certain Payments in Eugenics Compensation Act was originally introduced in the Senate by Senators Thom Tillis (R-NC) and Tom Carper (D-DE). This legislation will help assist living eugenics victims receiving compensation payments by excluding their payments from being used in determining eligibility for, or the amount of, federal public benefits such as Medicaid, Supplemental Nutritional Assistance Program, Supplemental Security Income, and SSI-Disabled. Without this legislation, many eugenics victims who receive compensation payments could see their federal benefits reduced or even have their eligibility eliminated."
"1528294960-370","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=24","Watch: Walker's First 100 Days in Congress","https://walker.house.gov/media-center/press-releases/watch-walkers-first-100-days-congress","Watch: Walker's First 100 Days in Congress","WASHINGTON, DC â€“ Today is U.S. Representative Mark Walkerâ€™s (NC-06) 100th day in Congress. In January, Walker was sworn into office and spoke of his commitment to be open and serve every constituent of the 6th district of North Carolina.  In just three months, Rep. Walker visited all 10 counties, engaging with each community through meetings with business leaders, elected officials and his NC-06 Listening Tour.  Walker has introduced multiple bills and amendments and is the first freshman to pass a bill in the 114th Congress.","April 15, 2015","Veterans",""
"1528294452-45","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=2","Walker Introduces Legislation to Stop Wasteful Spending in Federal Agencies and Bring Needed Accountability","https://walker.house.gov/media-center/press-releases/walker-introduces-legislation-stop-wasteful-spending-federal-agencies","Walker Introduces Legislation to Stop Wasteful Spending in Federal Agencies and Bring Needed Accountability","WASHINGTON, D.C. – U.S. Representative Mark Walker (R-N.C.) yesterday introduced H.R. 5415, the Good Accounting Obligation in Government (GAO-IG) Act. This legislation would save taxpayer money and bring needed accountability to federal agencies by requiring them to report on the status of Government Accountability Office (GAO) and Office of Inspector General (IG) recommendations in their annual budget justification. The GAO-IG Act is a House companion bill to S.2276, introduced by U.S. Senator Todd Young (R-Ind.) and U.S. Senator Elizabeth Warren (D-Mass.).

These changes represent potential savings of at least $87 billion for taxpayers as agencies will be forced to improve based on IG and GAO recommendations or will be required to provide justification for not implementing the recommendations.


	As of 2016, there were more than 15,000 open and unimplemented federal agency recommendations from the IG and more than 8,000 open GAO federal agency recommendations.

“Right now, North Carolina taxpayers are having their hard-earned money wasted by federal bureaucrats who have been told how to improve and become more efficient, but refuse to follow recommendations,” Walker said. “That is unacceptable. This bipartisan legislation will make government better, more accountable, and save taxpayer dollars.”

“This bipartisan bill will help make our federal government more accountable and save taxpayer dollars - two things Hoosiers want,” said Senator Young. “Ensuring Congress has the information necessary to conduct effective oversight will lead to increased transparency for federal agencies and better service to taxpayers.” 

“I’m glad to partner with Senator Young on a bill that gives Congress a powerful tool to hold agencies accountable and make sure they are working on behalf of American families,” said Senator Warren. “This bipartisan bill will make our government more transparent and effective – and save taxpayers real money.”

Read the full text of the GAO-IG Act here.","March 27, 2018","Spending Cuts and Debt","null"
"1528294613-148","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=9","Walker Announces Eight-County National Police Week Appreciation Event","https://walker.house.gov/media-center/press-releases/walker-announces-eight-county-national-police-week-appreciation-event","Walker Announces Eight-County National Police Week Appreciation Event","GREENSBORO, N.C. – U.S. Representative Mark Walker (R-N.C.) today announced a week-long event to show appreciation for law enforcement officers in North Carolina for the celebration of National Police Week. Established by a joint resolution of Congress in 1962, National Police Week pays special recognition to those law enforcement officers who have lost their lives in the line of duty for the safety and protection of others. This year, National Police Week is celebrated from May 14th-20th.

The event will feature Walker or a member of Walker’s congressional staff visiting each of the eight county Sheriff's Offices in the Sixth District of North Carolina. At each stop, officers will be greeted with snacks. Walker is also inviting members of the community to come to the Sheriff's Office of their county during the hour long stop-in to thank law enforcement officers and to sign thank you cards that will be sent to local police stations.

The schedule for the event is as follows:

Alamance County Sheriff's Office
109 South Maple Street

	Graham, N.C. 27253
Monday, May 15th, 10:00am–11:00am

Caswell County Sheriff's Office
231 County Park Road

	Yanceyville, N.C. 27379
Tuesday, May 16th, 10:15am–11:15am

Chatham County Sheriff's Office
295 West Street

	Pittsboro, N.C. 27312
Wednesday, May 17th, 10:00am–11:00am

Guilford County Sheriff's Office
400 West Washington Street

	Greensboro, N.C. 27402
Monday, May 15th, 8:30am–9:30am

Lee County Sheriff's Office
1401 Elm Street

	Sanford, N.C. 27331
Wednesday, May 17th, 2:30pm–3:30pm

Person County Sheriff's Office
109 South Maple Street

	Roxboro, N.C. 27573
Tuesday, May 16th, 8:30am–9:30am

Randolph County Sheriff's Office
727 McDowell Road

	Asheboro, N.C. 27205
Thursday, May 18th, 10:00am–11:00am

Rockingham County Sheriff's Office
170 NC-65

	Reidsville, N.C. 27320
Thursday, May 18th, 10:30am–11:30am","May 12, 2017","Security","null"
"1528294579-131","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=8","Walker Votes To End Wall Street Bailouts And Strengthen Community Banks, Supports The Financial CHOICE Act","https://walker.house.gov/media-center/press-releases/walker-votes-end-wall-street-bailouts-and-strengthen-community-banks","Walker Votes To End Wall Street Bailouts And Strengthen Community Banks, Supports The Financial CHOICE Act","WASHINGTON, D.C. – U.S. Representative Mark Walker (R-N.C.) today voted to end taxpayer bailouts of financial institutions by supporting H.R. 10, the Financial CHOICE Act of 2017 – which passed the House of Representatives by a vote of 233 to 186.


	“When I talk to the people of North Carolina, a common sentiment I hear is the American Dream is fading,"" Walker said. ""This concern becomes reality driving on Front St. in Burlington or Steele St. in Sanford, observing the vanished local banks that used to serve as the epicenter of growth for our community. Burdening regulations have diminished the backbone of our local economy and the true cost can only be measured in small businesses not started, workers not hired and dreams not filled. With our vote on the Financial CHOICE Act, we can start to reverse course and upend the country’s historically slow economic recovery, while placing the stiffest penalties in history on Wall Street abuse.”


	In 2010 (the year the Dodd–Frank Wall Street Reform and Consumer Protection Act was signed into law), North Carolina's 6th District's housed nine community banks including CommunityOne Bank in Asheboro, NewBridge Bank in Greensboro, and Mid-Carolina Bank in Burlington. Today, that number is only two as Dodd-Frank regulations have forced closures and mergers across North Carolina. In fact, community banks are closing at a national rate of one per day. Meanwhile, the five largest banks in the country have grown their domestic assets by more than 40 percent during the same time. 


	Instead of fixing the causes at the center of the 2008 financial crisis, the 2,300-plus page Dodd-Frank bill codified into law “too big to fail” and taxpayer-funded bailouts. And instead of being tough on Wall Street, it put many local banks out of business because they did not have the resources to navigate the expansive and costly regulations. The effect has been seen in communities nationwide.  


	Dodd-Frank has also been noted as a major cause of our ongoing economic recovery – which is the slowest and weakest in 70 years. 

The Financial CHOICE Act reins in Dodd-Frank and gives local banks and small businesses an opportunity for success. The bill would protect taxpayers from paying for more Wall Street bailouts, forcing failing banks and financial institutions to go through bankruptcy like any other company.


	The Financial CHOICE Act also holds Wall Street accountable by imposing the toughest penalties for financial fraud in history. Additionally, the bill cuts the deficit by $33.6 billion over 10 years. 


	Small, community banks account for 54 percent of small business loans across the country. Small businesses make up 64 percent of net new private sector jobs.  By empowering community banks, the Financial CHOICE Act will help grow jobs and the economy in North Carolina.","June 8, 2017","Jobs and Economic Growth","null"
"1528294837-283","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=19","Walker Works to Lift Justice Department Hold on Alamance County Funds","https://walker.house.gov/media-center/press-releases/walker-works-lift-justice-department-hold-alamance-county-funds","Walker Works to Lift Justice Department Hold on Alamance County Funds","WASHINGTON, DC â€“ U.S. Representative Mark Walker (NC-06) announced today that after years of being deprived of federal law enforcement funds due to ongoing litigation, the U.S. Department of Justice has lifted the embargo on the Byrne Justice Assistance Grant to the Alamance County Sheriffâ€™s Department.","October 29, 2015","Accountability","Even with the ruling, the DOJ suspended the Alamance County Sheriffâ€™s Office Byrne Justice Assistance Grant. The decision withheld the funding needed for the Sheriffâ€™s Department to purchase tasers for its deputies, thereby placing the deputies and the citizens of Alamance County at risk."
"1528294779-240","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=16","Walker's Bill to Cut DHS Waste Passes Senate","https://walker.house.gov/media-center/press-releases/walkers-bill-cut-dhs-waste-passes-senate","Walker's Bill to Cut DHS Waste Passes Senate","WASHINGTON, DC – On Wednesday, the U.S. Senate unanimously passed companion legislation to a bill introduced by U.S. Representative Mark Walker (NC-06) to combat government waste, fraud and abuse. The Department of Homeland Security Headquarters Consolidation Accountability Act of 2015 (H.R. 1640) had previously passed unanimously in the U.S. House in June 2015.","April 8, 2016","Security","null"
"1528294473-55","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=3","Walker Introduces Legislation Authorizing Rev. Billy Graham to Lie in Honor at the United States Capitol; Resolution Passes the House","https://walker.house.gov/media-center/press-releases/walker-introduces-legislation-authorizing-rev-billy-graham-lie-honor","Walker Introduces Legislation Authorizing Rev. Billy Graham to Lie in Honor at the United States Capitol; Resolution Passes the House","(Pictured above: Rosa Parks lies in honor in the United States Capitol Rotunda on October 1, 2005. Rev. Billy Graham will be only the fourth person to lie in honor on February 28, 2018)","February 23, 2018","",""
"1528294552-113","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=7","WALKER: Fibertex Calling Asheboro Home is a Huge Step in the Right Direction; More Good Things to Come for NC","https://walker.house.gov/media-center/press-releases/walker-fibertex-calling-asheboro-home-huge-step-right-direction-more","WALKER: Fibertex Calling Asheboro Home is a Huge Step in the Right Direction; More Good Things to Come for NC","Pictured Above: Rep. Mark Walker with Fibertex Personal Care Group CEO Mikael Staal Axelsen at the announcement inside the Randolph County Historic Courthouse.","August 14, 2017","Tax Reform","null"
"1528294960-366","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=24","Watch: Walker's First 100 Days in Congress","https://walker.house.gov/media-center/press-releases/watch-walkers-first-100-days-congress","Watch: Walker's First 100 Days in Congress","WASHINGTON, DC â€“ Today is U.S. Representative Mark Walkerâ€™s (NC-06) 100th day in Congress. In January, Walker was sworn into office and spoke of his commitment to be open and serve every constituent of the 6th district of North Carolina.  In just three months, Rep. Walker visited all 10 counties, engaging with each community through meetings with business leaders, elected officials and his NC-06 Listening Tour.  Walker has introduced multiple bills and amendments and is the first freshman to pass a bill in the 114th Congress.","April 15, 2015","Jobs and Economic Growth",""
"1528294567-124","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=7","White House Initiative on Historically Black Colleges and Universities Announces 2017 HBCU All-Stars from North Carolina","https://walker.house.gov/media-center/press-releases/white-house-initiative-historically-black-colleges-and-universities","White House Initiative on Historically Black Colleges and Universities Announces 2017 HBCU All-Stars from North Carolina","GREENSBORO, N.C. – U.S. Representative Mark Walker (R-N.C.) today released the following statement after seven students from North Carolina were named among 62 Historically Black Colleges and Universities (HBCUs) 2017 HBCU All-Stars by the White House Initiative on Historically Black Colleges and Universities:

""As an advocate for HBCUs and their students, and being married to an HBCU graduate who has found great success in her career in part because of her strong education, I want to congratulate each and every one of the 2017 HBCU All-Stars. The seven students from North Carolina – Tasja, William, Denzel, Brandon, Shani, Terrell, and Keonia – have excelled in the classroom and represented their schools, our community, our state, and our country with distinction. I wish them all the best as they continue their education.""

According to the White House: ""HBCU All-Stars are undergraduate, graduate, and professional students recognized for their outstanding accomplishments. The All-Stars are appointed for one year to serve as ambassadors of the White House Initiative on HBCUs. The All-Stars provide outreach opportunities and communications to their fellow students about the value of education and the Initiative as a networking resource. Selected from a wide-range of applicants, the All-Stars came highly recommended from HBCU administrators and proved impressive beyond their resumes, transcripts and thorough applications.""


	The students 2017 HBCU All-Stars from North Carolina schools are listed below:

Tasja Estiverne of Johnson C. Smith University in Charlotte, North Carolina


	William Gibson of Winston-Salem State University in Winston-Salem, North Carolina


	Denzel Goodlin of North Carolina Central University in Durham, North Carolina


	Brandon Long of North Carolina A&T University in Greensboro, North Carolina


	Shani McMichael of Bennett College in Greensboro, North Carolina


	Terrell Richardson of Livingston College in Salisbury, North Carolina


	Keonia Rodgers of North Carolina A&T University, Greensboro, North Carolina


	In February, Walker joined U.S. Senator Tim Scott (R-S.C.) in hosting an engaging and productive discussion with Presidents and Chancellors from 89 Historically Black Colleges and Universities (HBCUs) in an event called the HBCU Fly-In. Walker also joined with fellow North Carolinian U.S. Representative Alma Adams (D-N.C.) in creating the first-ever paid internship program on Capitol Hill for HBCU students – the HBCU Bi-Partisan Congressional Internship Program.","September 23, 2017","Education and Opportunity","null"
"1528294800-257","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=17","Walker Keynote Address to Heritage Action Conservative Policy Summit","https://walker.house.gov/media-center/press-releases/transcript-walker-keynote-speech-heritage-action-conservative-policy","Walker Keynote Address to Heritage Action Conservative Policy Summit","Thank you and good morning. What a privilege it is to be here.","February 3, 2016","","First, I’d like to outline the highlights of what I believe our focus should be regarding these issues. Secondly, I’d like to look into maybe how we should effectively communicate and implement these strategies."
"1528294598-141","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=9","Walker: Gorsuch nomination is ""victory for our nation and the rule of law""","https://walker.house.gov/media-center/press-releases/walker-gorsuch-nomination-victory-our-nation-and-rule-law","Walker: Gorsuch nomination is ""victory for our nation and the rule of law""","WASHINGTON, D.C. – U.S. Representative Mark Walker (R-N.C.) today released the following statement upon the Senate's 54-45 vote to confirm Neil Gorsuch to the United States Supreme Court:

“As a candidate, Donald Trump promised to nominate a justice in the mold of the great Antonin Scalia. It is clear he kept that promise. Through this long process, Neil Gorsuch has shown humility, grace, and a steadfast commitment to constitutional principles. I am hopeful that these traits will guide Gorsuch’s time on the court and that he will be a consistent voice for limited government.


	""His confirmation is not a victory for a political party, but a victory for our nation and the rule of law.”","April 7, 2017","","null"
"1528294607-145","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=9","Walker Votes Against Omnibus Spending Bill","https://walker.house.gov/media-center/press-releases/walker-votes-against-omnibus-spending-bill","Walker Votes Against Omnibus Spending Bill","WASHINGTON, D.C. – U.S. Representative Mark Walker (R-N.C.) today released the following statement in response to the passage of the fiscal year 2017 omnibus spending bill:","May 3, 2017","Spending Cuts and Debt","“When voters chose unified Republican government in November, they didn't bargain for Republicans ushering through an omnibus bill that keeps Obama-era spending priorities alive. Instead, Republicans should start governing like the conservative majority party the American people elected them to be. We can and must do better for fiscal year 2018.”"
"1528294680-186","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=12","Walker Releases Statement on U.N. Passage of Anti-Israel Resolution","https://walker.house.gov/media-center/press-releases/walker-releases-statement-un-passage-anti-israel-resolution","Walker Releases Statement on U.N. Passage of Anti-Israel Resolution","WASHINGTON, D.C. – U.S. Representative Mark Walker (NC-06) today released the following statement after the Obama Administration refused to veto an anti-Israeli resolution in the United Nations (U.N.) Security Council: 

""Today, the Obama Administration exhibited the same political courage that has for eight years made the world a more dangerous place. The same Administration that last week called shame on those not moved by the struggle in Syria, has now emboldened the Palestinians and passively let an anti-Israeli bill pass the U.N. Security Council. We cannot continue to denigrate our strongest ally and the only true democracy in the Middle East.""


	""January 20th will be a new day to right the wrongs of this Administration. For the sake of peace and security in the world, we must begin to lead from the front, and not from behind.""","December 23, 2016","Foreign Affairs","null"
"1528294960-367","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=24","Watch: Walker's First 100 Days in Congress","https://walker.house.gov/media-center/press-releases/watch-walkers-first-100-days-congress","Watch: Walker's First 100 Days in Congress","WASHINGTON, DC â€“ Today is U.S. Representative Mark Walkerâ€™s (NC-06) 100th day in Congress. In January, Walker was sworn into office and spoke of his commitment to be open and serve every constituent of the 6th district of North Carolina.  In just three months, Rep. Walker visited all 10 counties, engaging with each community through meetings with business leaders, elected officials and his NC-06 Listening Tour.  Walker has introduced multiple bills and amendments and is the first freshman to pass a bill in the 114th Congress.","April 15, 2015","Security",""
"1528294879-310","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=21","Watch:Walker Joins Oversight Committee Members in Calling for IRS Commissioner Koskinen's Removal","https://walker.house.gov/media-center/press-releases/watch-walker-joins-oversight-committee-members-calling-irs-commissioner","Watch:Walker Joins Oversight Committee Members in Calling for IRS Commissioner Koskinen's Removal","WASHINGTON, DC â€“In a press conference yesterday, U.S. Representative Mark Walker (NC-06), Chairman Chaffetz and 18 other members of the House Oversight and Government Reform Committee demanded the President remove Internal Revenue Service (IRS) Commissioner John Koskinen from office.","July 28, 2015","Tax Reform","In a letter to President Obama, the Committee outlined the findings, thus far, of its investigation into the IRS targeting scandal. The letter explains and provides evidence of the violations on the part of the IRS and Commissioner Koskinen in properly complying with both a congressional subpoena and its own internal preservation order. The Committee also released a video on the IRS targeting investigation."
"1528294802-258","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=17","Walker Introduces Bill to Assist POW/MIA Families","https://walker.house.gov/media-center/press-releases/walker-introduces-bill-assist-powmia-families","Walker Introduces Bill to Assist POW/MIA Families","GREENSBORO, N.C. – U.S. Representative Mark Walker (NC-06) recently introduced a resolution to establish a Select Committee on POW/MIA Affairs. He unveiled the legislation at an event this morning at Caldwell Academy in Greensboro.","February 8, 2016","Veterans","Rep. Walker introduced H.Res. 590, Establishing a Select Committee on POW and MIA Affairs, on January 25, 2016. If passed, H.Res. 590 would utilize existing U.S. House of Representatives funds to establish a select committee. The committee members, appointed by the Speaker, would be tasked with investigating all unresolved matters related to any United States personnel unaccounted for from conflicts ranging from World War II to the War on Terror."
"1528294502-74","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=4","Walker Reacts to the 2018 State of the Union Address","https://walker.house.gov/media-center/press-releases/walker-reacts-2018-state-union-address","Walker Reacts to the 2018 State of the Union Address","WASHINGTON, D.C. – U.S. Representative Mark Walker (R-N.C.) today released the following video in reaction to the 2018 State of the Union:","January 30, 2018","Tax Reform","Read the full transcript below: 


	“Good evening.

	 

	“Tonight, you’ve heard how we are working with the new Administration to deliver on our promises and build a safe, strong and proud America. After eight years of the weakest economic growth in a century, we are now  answering back with the strongest legislative record in decades.

	 

	“We have record low unemployment. Companies are bringing back jobs, as well as their revenue that has been kept overseas for far too long.

	 

	“The number is still growing, but already, right now, more than three million Americans have received bonuses in the wake of this new tax reform. Not to mention the 90 percent of Americans starting to see more money in their paychecks just this week.

	 

	“The excitement about our economic strength is not only with Republicans. Democrats and Independents are feeling more positive about the economy than anytime in the past decade. The Tax Cuts and Jobs Act has paved the way for prosperity and Americans, benefitting all of our communities.

	 

	“This is what happens when Washington listens to the voters and focuses on policies that help everyone, not just a select few.

	 

	“In 2016, voters sent a clear message by casting three million more votes for congressional Republicans than their Democratic counterparts. While we are keeping our promises, we cannot rest on any past accomplishments. There is energy from the left to resist and then resurrect failed policies that benefit only the well-connected in Washington.

	 

	“While we continue to reap the benefits of less government intrusiveness, economic growth, and the progress in protecting life of all ages, it is imperative we keep pushing forward in 2018.

	 

	“I get asked a good bit about the President’s behavior. It would be hypocritical of me to act as if I approve of some of the past actions. Yet, it is also undeniable that our country is soaring back at record levels. The President is blowing gaping holes in the political establishment allowing the legislative branch to seize this opportunity and pass items promised to the American people for decades.

	 

	“Just as the President mentioned tonight, we must keep rebuilding our military and reinstate a peace through strength strategy. We should responsibly invest in our broken infrastructure. And we must insist on fair trade policies that prioritize American businesses.

	 

	“But most importantly, we must keep promoting policies that bring prosperity to people in all of our communities and we must keep communicating our message of why less government overreach in our lives is always better.

	 

	“We should not be satisfied with simply making an argument, but always, each of us, strive to make a difference. May God bless and may we have the courage to follow.”"
"1528294627-161","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=10","Walker Talks CPAC Speech, Obamacare, Party Outreach on Fox News","https://walker.house.gov/media-center/press-releases/walker-talks-cpac-speech-obamacare-party-outreach-fox-news","Walker Talks CPAC Speech, Obamacare, Party Outreach on Fox News","WASHINGTON, D.C. – U.S. Representative Mark Walker (R-N.C.) today joined Elizabeth Prann from America's News Headquarters on Fox News to discuss his Conservative Political Action Conference (CPAC) speech, Republican party outreach, Obamacare replacement, and the 2017 conservative agenda.","February 25, 2017","Health Care","null"
"1528294625-155","https://walker.house.gov/media-center/press-releases","next ›","https://walker.house.gov/media-center/press-releases?page=10","Walker Addresses CPAC, Encourages Conservatives to Reach New Communities","https://walker.house.gov/media-center/press-releases/walker-addresses-cpac-encourages-conservatives-reach-new-communities","Walker Addresses CPAC, Encourages Conservatives to Reach New Communities","WASHINGTON, D.C. – U.S. Representative Mark Walker (R-N.C.) today gave a speech at the American Conservative Union's Conservative Political Action Conference where he talked about the opportunities that lie ahead for the Republican Party and our nation. He also challenged the audience to listen to people with opposing views, and to work hard to share the conservative message of economic prosperity and upward mobility with new communities.","February 25, 2017","Health Care","null"
